Label,CPI Inflation,Core CPI Inflation,PCE Inflation,Core PCE Inflation
02/03,0.225256900954776,0.256319200426391,0.187168441361037,0.207672504346567
02/04,0.222080886304094,0.256319200426391,0.185184848415859,0.207672504346567
02/05,0.222080886304094,0.256319200426391,0.185184848415859,0.207672504346567
02/06,0.222080886304094,0.256319200426391,0.185184848415859,0.207672504346567
02/07,0.222080886304094,0.256319200426391,0.185184848415859,0.207672504346567
02/10,0.222080886304094,0.256319200426391,0.185184848415859,0.207672504346567
02/11,0.247943839519331,0.256319200426391,0.201337661668218,0.207672504346567
02/12,0.210728147138617,0.270334969679681,0.180887211448769,0.219130417275622
02/13,0.210728147138617,0.270334969679681,0.180887211448769,0.219130417275622
02/14,0.210728147138617,0.270334969679681,0.180887211448769,0.219130417275622
02/18,0.210728147138617,0.270334969679681,0.180887211448769,0.219130417275622
02/19,0.227690071606869,0.270334969679681,0.192721262315828,0.219130417275622
02/20,0.227690071606869,0.270334969679681,0.192721262315828,0.219130417275622
02/21,0.227690071606869,0.270334969679681,0.192721262315828,0.219130417275622
02/24,0.227690071606869,0.270334969679681,0.192721262315828,0.219130417275622
02/25,0.230486984684081,0.270334969679681,0.194672621767312,0.219130417275622
02/26,0.230486984684081,0.270334969679681,0.194672621767312,0.219130417275622
02/27,0.230486984684081,0.270334969679681,0.194672621767312,0.219130417275622
02/28,0.230486984684081,0.270334969679681,0.193768636150233,0.217961646867522
03/03,0.230486984684081,0.270334969679681,0.193768636150233,0.217961646867522
03/04,0.230486984684081,0.270334969679681,0.193768636150233,0.217961646867522
03/05,0.230486984684081,0.270334969679681,0.193768636150233,0.217961646867522
03/06,0.230486984684081,0.270334969679681,0.193768636150233,0.217961646867522
03/07,0.230486984684081,0.270334969679681,0.193768636150233,0.217961646867522
03/10,0.230486984684081,0.270334969679681,0.193768636150233,0.217961646867522
03/11,0.230486984684081,0.270334969679681,0.193768636150233,0.217961646867522
03/12,,,0.185164800334748,0.190254889258157
03/13,,,0.185164800334748,0.190254889258157
03/14,,,0.185164800334748,0.190254889258157
03/17,,,0.185164800334748,0.190254889258157
03/18,,,0.185164800334748,0.190254889258157
03/19,,,0.185164800334748,0.190254889258157
03/20,,,0.185164800334748,0.190254889258157
03/21,,,0.185164800334748,0.190254889258157
03/24,,,0.185164800334748,0.190254889258157
03/25,,,0.185164800334748,0.190254889258157
03/26,,,0.185164800334748,0.190254889258157
03/27,,,0.185164800334748,0.190254889258157
03/28,,,,
